SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs10800664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4674842	2	224880514	G	T	0.2414	0.0027	0.0059	0.8563	2.6699776632e-6	94595
rs6770219	3	186194398	C	T	0.7573	7e-4	0.006	0.6957	1.801207758e-7	94595
rs35055419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7737716	5	118217474	C	T	0.876	0.0116	0.0077	0.07939	2.9232890879999997e-5	94595
rs13255475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs624290	9	3928115	C	T	0.1095	0.0049	0.0088	0.6739	4.6824181949999995e-6	93845
rs6859	19	45382034	A	G	0.442	0.0636	0.0037	5.019e-57	0.0019952655091200005	180841
rs769449	19	45410002	A	G	0.1201	0.1589	0.0072	6.77e-103	0.005336470526935801	93260.18
rs584007	19	45416478	G	A	0.6214	0.04	0.0066	1.454e-8	7.528385280000001e-4	56504.1
rs1513737	21	24166144	T	C	0.4617	0.0041	0.0058	0.5808	8.355683158200002e-6	93067
