SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs4942561	13	47209347	G	T	0.22750199999999998	-0.002366	0.006709	0.7244	1.9676237630492964e-6	3068
rs4766897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11066283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2107595	7	19049388	A	G	0.165399	1.032e-4	0.007655	0.9892	2.9403644982606834e-9	3089
rs1537375	9	22116071	T	C	0.47425300000000004	-0.003375	0.005729	0.5558	5.680210626919969e-6	3098
rs475937	11	102687700	A	C	0.13882000000000005	0.001026	0.0086130000000000009	0.9052	2.516927422486753e-7	3081
rs17696736	12	112486818	G	A	0.412411	-0.005331	0.005635	0.3441	1.3773720252639663e-5	3108
rs11242678	6	1337180	T	C	0.249784	-0.004081	0.006499	0.5301	6.2418614357536055e-6	3097
rs2634074	4	111677041	T	A	0.24162300000000003	-0.007939	0.006741	0.239	2.309856632533494e-5	3077
rs11587860	1	156156951	C	G	0.360964	0.003883	0.005966	0.5152	6.955910607557607e-6	2993
rs10774624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
