exposure,outcome,method,nsnp,b,se,pval,Signif
mvpa,LOAD,IVW,28,0.347264409315004,0.24888064377912078,0.16292388173878466, 
mvpa,LOAD,Weighted median,28,0.4441893568510973,0.3410750303268926,0.19280649317728046, 
mvpa,LOAD,MR Egger,28,0.36329735024367726,1.2360304517866814,0.7711506624616103, 
mvpa,AAOS,IVW,36,0.26357821430713324,0.19586203598099175,0.17838829547265567, 
mvpa,AAOS,Weighted median,36,0.4165332465588087,0.2814767321511543,0.1389228557286927, 
mvpa,AAOS,MR Egger,36,0.6458782839875065,1.1050233198054633,0.5627474004516698, 
mvpa,ab42,IVW,28,0.281539277608904,0.06196978317658529,5.541445090312833e-6,***
mvpa,ab42,Weighted median,28,0.26500378218294485,0.09664560218237579,0.006106337735578216,**
mvpa,ab42,MR Egger,28,1.3186462529961924,0.4006285798268588,0.002869326040072107,**
mvpa,ptau,IVW,30,-0.15617906677326274,0.07841379335261794,0.04640074326496853,*
mvpa,ptau,Weighted median,30,-0.20273010572815564,0.11072548155472421,0.06711166626550034,.
mvpa,ptau,MR Egger,30,-1.1603809576690036,0.3648771527563402,0.0035799352262564648,**
mvpa,tau,IVW,29,0.031861101790377946,0.08353560386132065,0.7029009325564659, 
mvpa,tau,Weighted median,29,-0.3067065950301586,0.12516643879914682,0.014270154121727836,*
mvpa,tau,MR Egger,29,1.0344188993085839,1.172219448278784,0.38532563735881153, 
mvpa,hipv,IVW,23,0.3234073157692509,0.14616952404589686,0.026928715957945295,*
mvpa,hipv,Weighted median,23,0.4335387194910994,0.2163613311070717,0.04509451807697526,*
mvpa,hipv,MR Egger,23,2.7898869806071294,1.0681577094325965,0.01628683047324591,*
