exposure,outcome,method,nsnp,b,se,pval,Signif
mvpa,LOAD,IVW,132,0.1660132714196914,0.1290417264567146,0.1982656718894606, 
mvpa,LOAD,Weighted median,132,0.18556489292141085,0.18283255469387003,0.3101322916743753, 
mvpa,LOAD,MR Egger,132,0.42144978065710026,0.6034556314336407,0.4861782772402119, 
mvpa,AAOS,IVW,149,0.09931302213384087,0.1159650367729871,0.39177387238362166, 
mvpa,AAOS,Weighted median,149,0.3043009542666559,0.17823582633353383,0.08776742349591903,.
mvpa,AAOS,MR Egger,149,0.9222132195119741,0.5668038055392699,0.1058699753385148, 
mvpa,ab42,IVW,111,0.13387257092783086,0.03468431756473668,1.1350608196296472e-4,***
mvpa,ab42,Weighted median,111,0.10356139706798251,0.05138228251373437,0.04385145763880731,*
mvpa,ab42,MR Egger,111,0.46149229494796107,0.18239660037933028,0.012829800462309745,*
mvpa,ptau,IVW,121,-0.06901529719254185,0.04437234118513563,0.11985857076685819, 
mvpa,ptau,Weighted median,121,-0.13939349176967922,0.06544867860482453,0.033186997891264225,*
mvpa,ptau,MR Egger,121,-0.6595659913424239,0.19363488774726725,8.988958344108666e-4,***
mvpa,tau,IVW,112,-0.030941075715689142,0.04812279361508623,0.5202494574115903, 
mvpa,tau,Weighted median,112,-0.1174451958239772,0.07329914110550415,0.10909537081001598, 
mvpa,tau,MR Egger,112,-0.25738995555785793,0.327669714060381,0.4338395203524986, 
mvpa,hipv,IVW,125,0.05555337950635528,0.07052964407164641,0.43089560820118566, 
mvpa,hipv,Weighted median,125,0.11930603120994222,0.10714409481349454,0.2654894150814318, 
mvpa,hipv,MR Egger,125,0.9767036633558086,0.38614846717027684,0.0126917376111241,*
