SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs1260326	2	27730940	T	C	0.40481999999999996	-0.002061	0.005737	0.7194	2.046898316581279e-6	3108
rs11940694	4	39423789	G	A	0.376378	-0.009012	0.005791	0.1198	3.8125716983143224e-5	3087
rs116203444	4	100068114	C	T	0.025038500000000002	0.02851	0.01757	0.1047	3.968443525570982e-5	2994
rs3114045	4	100252560	T	C	0.138235	-0.01172	0.008489	0.1675	3.272593680591672e-5	2711
rs13107325	4	103188709	T	C	0.065445	-0.007384	0.01117	0.5086	6.669521994766052e-6	3108
rs6485758	11	47530024	A	G	0.304158	0.001412	0.006208	0.8201	8.439355305051176e-7	3100
rs55938136	17	43795573	NA	NA	0.20579	-0.002693	0.007106	0.7047	2.370622055810598e-6	3104
rs9906974	17	43830938	NA	NA	0.205775	-0.002375	0.007101	0.7381	1.8437132945117188e-6	3108
rs62062288	17	44093860	NA	NA	0.205297	-0.003795	0.007062	0.591	4.699384841655054e-6	3108
rs9607805	22	41854446	C	T	0.30648299999999995	0.002776	0.006432	0.6661	3.2759134610100215e-6	3050
rs11733695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs144198753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs148382129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs199913382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2141284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4953148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs554894200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs56328224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs578102530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7682824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
