exposure,outcome,method,nsnp,b,se,pval,Signif
alcc,LOAD,IVW,46,0.2659675765683613,0.18661818586116397,0.1541004213532974, 
alcc,LOAD,Weighted median,46,0.4404931588451156,0.2820027917503266,0.11828398067548176, 
alcc,LOAD,MR Egger,46,0.4199663960482946,1.0117222535227997,0.6800855569981843, 
alcc,AAOS,IVW,53,0.10283079748348865,0.16288923001322975,0.527849096292972, 
alcc,AAOS,Weighted median,53,-0.009211346848076035,0.25698824785448854,0.9714071827659796, 
alcc,AAOS,MR Egger,53,-0.3249278048511357,0.8397789581220122,0.7004248104912976, 
alcc,ab42,IVW,40,-0.117677794337505,0.04881687235081034,0.015926446091848543,*
alcc,ab42,Weighted median,40,-0.08258240014733233,0.07526041728535789,0.2725152397782031, 
alcc,ab42,MR Egger,40,0.02525479167522776,0.21406885312571988,0.9067088047064226, 
alcc,ptau,IVW,41,0.14251061300676207,0.06428915456924565,0.026642701021486775,*
alcc,ptau,Weighted median,41,0.1803337168558291,0.09626319241120643,0.06102140951397087,.
alcc,ptau,MR Egger,41,0.2551684585936433,0.2781111863336518,0.36451737587382604, 
alcc,tau,IVW,40,0.025110505265532157,0.06829480903225248,0.7131132760062989, 
alcc,tau,Weighted median,40,0.07306540891454943,0.10861199839176722,0.5011257614234588, 
alcc,tau,MR Egger,40,-0.18503485233964614,0.31462314302378547,0.559933864897153, 
alcc,hipv,IVW,48,-0.0693578271630641,0.09836766588469413,0.48075568667657254, 
alcc,hipv,Weighted median,48,-0.1683622252652672,0.1382244708860986,0.22321072246342133, 
alcc,hipv,MR Egger,48,-0.5803759583500229,0.4810609468127785,0.23381225987682444, 
