SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs11675119	2	3470595	C	A	0.7124	4e-4	0.0055	0.639	6.55635968e-8	94311
rs10166461	2	127852021	G	A	1	0.0021	0.006	0.6379	0	94215
rs12595161	15	52922890	A	G	0.03826	0.0014	0.0085	0.8809	1.4424099580799998e-7	185548.44
rs75680843	17	26643541	C	T	0.94723	0.0076	0.0094	0.8123	5.774304986591998e-6	92820
rs11654699	17	30904731	C	T	0.529	0.0043	0.0048	0.6982	9.21389982e-6	92820
rs10402271	19	45329214	T	G	0.6596	0.0205	0.0035	6.148e-9	1.8871564952000004e-4	185466
rs6857	19	45392254	C	T	0.8509	0.067	0.0077	2.625e-17	0.0011390315878200003	86306
rs157595	19	45414451	A	G	0.3799	0.0273	0.004	2.3280000000000001e-10	3.5114485917420006e-4	162080
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs116351076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114498064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117530689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
