exposure,outcome,method,nsnp,b,se,pval,Signif
hdl,LOAD,IVW,227,0.02654575772992832,0.029297756616958118,0.36489989784464566, 
hdl,LOAD,Weighted median,227,0.041808651187016044,0.05149491682676668,0.41684981441483687, 
hdl,LOAD,MR Egger,227,-0.09228012754545142,0.06729696660354707,0.17166696200310608, 
hdl,AAOS,IVW,239,0.004893086583068393,0.02655812371446853,0.8538246532552598, 
hdl,AAOS,Weighted median,239,0.028848632977204174,0.04392338439355689,0.5113131243417357, 
hdl,AAOS,MR Egger,239,-0.040568596055255236,0.06106544475935617,0.5071145961801173, 
hdl,ab42,IVW,230,0.008897694653469642,0.008294153493938567,0.2833756439056876, 
hdl,ab42,Weighted median,230,0.016584486793754568,0.013850961617814161,0.23116909737950914, 
hdl,ab42,MR Egger,230,0.007081333838803175,0.017772591576110806,0.6906778151802606, 
hdl,ptau,IVW,231,0.004367065600167155,0.010234910326365294,0.6696099954004835, 
hdl,ptau,Weighted median,231,6.15314568640623e-4,0.016929287704753663,0.9710063453364252, 
hdl,ptau,MR Egger,231,-0.021530411736326787,0.02017284021560506,0.28696161126747516, 
hdl,tau,IVW,235,-0.0020661237780812253,0.011452205908650738,0.8568285580806634, 
hdl,tau,Weighted median,235,0.024755748205278944,0.01869567529965601,0.18545554588379154, 
hdl,tau,MR Egger,235,-0.030040209085819492,0.040257007744168356,0.4562923711829445, 
hdl,hipv,IVW,232,-0.001963993593848735,0.015200376599756094,0.8971939337279495, 
hdl,hipv,Weighted median,232,-0.01156989742378127,0.025291503788918545,0.6473391368525179, 
hdl,hipv,MR Egger,232,0.025241044769733698,0.030014607023374967,0.40124450959942826, 
