exposure,outcome,method,nsnp,b,se,pval,Signif
fish,LOAD,IVW,322,-0.06547693873152952,0.09124543796730686,0.47300928106273277, 
fish,LOAD,Weighted median,322,-0.09505357919625089,0.13713548058573524,0.48822402100759377, 
fish,LOAD,MR Egger,322,-0.0025022308420482365,0.35767630202340994,0.9944225662286892, 
fish,AAOS,IVW,345,0.17286069169189114,0.0816604926731772,0.03427499462889529,*
fish,AAOS,Weighted median,345,0.23705398647897943,0.126374238565867,0.060681454750362566,.
fish,AAOS,MR Egger,345,0.0946286211542409,0.31979932659222565,0.7674855107866249, 
fish,ab42,IVW,287,0.028841102474242233,0.024176514815744572,0.2328933437966902, 
fish,ab42,Weighted median,287,-0.015145411318473223,0.037396981153160286,0.6854847058575615, 
fish,ab42,MR Egger,287,0.27728135340180793,0.0955069635930307,0.003981696599229731,**
fish,ptau,IVW,298,-0.053430212862758716,0.03167525574392375,0.09163943825011105,.
fish,ptau,Weighted median,298,-0.016217337650851652,0.04713950127623797,0.7308247614097911, 
fish,ptau,MR Egger,298,-0.42851896637541664,0.12304649074081256,5.715381599942049e-4,***
fish,tau,IVW,287,-0.0623864412645915,0.03396656869848619,0.06625400160665429,.
fish,tau,Weighted median,287,-0.05672757997337601,0.04879859163875893,0.2450389370282208, 
fish,tau,MR Egger,287,-0.6299718207490348,0.12753424770515384,1.3359652769692459e-6,***
fish,hipv,IVW,320,0.1402434366292936,0.04882014822148193,0.004070385168426439,**
fish,hipv,Weighted median,320,0.10931673107225141,0.07280580610390537,0.13323049972774004, 
fish,hipv,MR Egger,320,0.5659744202234889,0.1968587233483252,0.004312306674873271,**
