exposure,outcome,method,nsnp,b,se,pval,Signif
fish,LOAD,IVW,115,-0.13721202221210815,0.12887127454681752,0.2870019585047248, 
fish,LOAD,Weighted median,115,-0.0880432304725595,0.1943844651995105,0.6505966485231649, 
fish,LOAD,MR Egger,115,0.4071854073785283,0.5518562499126162,0.4621370154053134, 
fish,AAOS,IVW,120,0.2003237188656285,0.11836815108128558,0.09057382114702746,.
fish,AAOS,Weighted median,120,0.3452249491968352,0.1792213175664179,0.054073244557889505,.
fish,AAOS,MR Egger,120,0.03549063312237865,0.5285621705706118,0.9465794166686935, 
fish,ab42,IVW,117,0.04314483323989966,0.03635352018653976,0.23530135855877826, 
fish,ab42,Weighted median,117,0.006628041524044476,0.05746528492757253,0.9081756957257453, 
fish,ab42,MR Egger,117,0.3383273714761102,0.16598739862918754,0.04381667947190555,*
fish,ptau,IVW,114,-0.07387228404900702,0.047291840940195014,0.11827589209485284, 
fish,ptau,Weighted median,114,-0.08369673623432672,0.06931783135089353,0.22726488248497279, 
fish,ptau,MR Egger,114,-0.2413194784639575,0.1936436187393634,0.21528980230454098, 
fish,tau,IVW,118,-0.035985081000924395,0.05062623818885774,0.4772087817715306, 
fish,tau,Weighted median,118,-0.17948389260973238,0.07043631656999565,0.010828887612982114,*
fish,tau,MR Egger,118,-0.2358910545594246,1.00720993654931,0.8152406566509777, 
fish,hipv,IVW,108,0.2802289250556645,0.07036801704906323,6.824187534774702e-5,***
fish,hipv,Weighted median,108,0.26273176125538167,0.1112796366722168,0.01822549253617181,*
fish,hipv,MR Egger,108,0.8046701773493002,0.35542388471066133,0.025611676030470827,*
