exposure,outcome,method,nsnp,b,se,pval,Signif
tc,LOAD,IVW,218,0.1032761546163532,0.033593198775426256,0.0021098485269196547,**
tc,LOAD,Weighted median,218,0.05625014119040084,0.05641758599318219,0.3187489553028375, 
tc,LOAD,MR Egger,218,0.03777630200619088,0.10142647248384344,0.7099229213944387, 
tc,AAOS,IVW,248,0.05124177928667917,0.02544600105632605,0.044036222474988083,*
tc,AAOS,Weighted median,248,-0.0013973563277913958,0.044770628251301126,0.9751009067558394, 
tc,AAOS,MR Egger,248,0.051168619070124516,0.060691466996847486,0.3999948062930121, 
tc,ab42,IVW,212,0.010247817206919535,0.008086637000957877,0.20506474266077626, 
tc,ab42,Weighted median,212,0.005104832972710907,0.013392436710863265,0.7030750101211265, 
tc,ab42,MR Egger,212,0.012584028773810485,0.019390485779618504,0.5170606969866183, 
tc,ptau,IVW,231,-0.0033595550521720186,0.009737126540811143,0.730075347060201, 
tc,ptau,Weighted median,231,-0.018229933966312336,0.017844976680636494,0.3069833710144643, 
tc,ptau,MR Egger,231,0.018346524634486692,0.020582184354405147,0.3736615433879734, 
tc,tau,IVW,216,0.03129896461859044,0.010764078124195636,0.003640698987710537,**
tc,tau,Weighted median,216,0.005891140932328581,0.01845106171869039,0.7495106654153234, 
tc,tau,MR Egger,216,0.09652970273336814,0.027612428605556318,5.743459755542071e-4,***
tc,hipv,IVW,237,-0.046492332926900505,0.015234990543859144,0.002275637156271299,**
tc,hipv,Weighted median,237,-0.05779636874863987,0.026892843690693287,0.031623649549572114,*
tc,hipv,MR Egger,237,-0.05069801992886454,0.03148751446986882,0.10871861600358114, 
