exposure,outcome,method,nsnp,b,se,pval,Signif
tc,LOAD,IVW,354,0.11357287345070029,0.029309752131370284,1.0666079916618374e-4,***
tc,LOAD,Weighted median,354,0.05501338837197946,0.05291396638405318,0.29849038898053826, 
tc,LOAD,MR Egger,354,0.02243485131919909,0.07857528384133489,0.7754133660942961, 
tc,AAOS,IVW,394,0.075816900324964,0.023515390939308784,0.0012635184101143211,**
tc,AAOS,Weighted median,394,-6.812542794895372e-4,0.043823615817223334,0.9875970896170282, 
tc,AAOS,MR Egger,394,0.04729076803984997,0.055254217322599844,0.3925891200132773, 
tc,ab42,IVW,334,0.008354340567358415,0.00742099595004377,0.26026254571181867, 
tc,ab42,Weighted median,334,0.00496683722802571,0.012303737627846045,0.6864441977588889, 
tc,ab42,MR Egger,334,0.02038907875132123,0.016479785484880105,0.21688071105483195, 
tc,ptau,IVW,363,-7.635058761966036e-4,0.009042126747436196,0.9327075995607281, 
tc,ptau,Weighted median,363,-0.01814422855356956,0.016635123857298578,0.27539700015263363, 
tc,ptau,MR Egger,363,0.010116549252926542,0.01864670413892188,0.5877825684086271, 
tc,tau,IVW,338,0.03291016032521227,0.009957285252706808,9.493105943533313e-4,***
tc,tau,Weighted median,338,0.006591501322413167,0.017620044251962924,0.7083365574340408, 
tc,tau,MR Egger,338,0.07289967908089398,0.024111741356032737,0.002691691151744013,**
tc,hipv,IVW,368,-0.04424090213082626,0.014154056123561964,0.001774007767943201,**
tc,hipv,Weighted median,368,-0.05761856452898038,0.025747197113523773,0.02523033317869174,*
tc,hipv,MR Egger,368,-0.051562942512790234,0.029127348253295052,0.07751647221457524,.
