exposure,outcome,method,nsnp,b,se,pval,Signif
audit,LOAD,IVW,9,0.781112890542027,0.7053243489341333,0.26809853606642514, 
audit,LOAD,Weighted median,9,0.2479814220083333,1.290762666112532,0.8476481491570287, 
audit,LOAD,MR Egger,9,-2.4453681434992034,6.619395604142859,0.7227332726706072, 
audit,AAOS,IVW,14,1.0098016958176572,0.531077240240239,0.05724682240319961,.
audit,AAOS,Weighted median,14,0.5138770233990876,0.8267232313416276,0.5342161681824633, 
audit,AAOS,MR Egger,14,-2.751243807954466,1.6323038902527263,0.11769752311828646, 
audit,ab42,IVW,14,-0.3334803020188417,0.18132519719113374,0.06589631713414336,.
audit,ab42,Weighted median,14,-0.45493562106697116,0.24331058326229235,0.06151531194767551,.
audit,ab42,MR Egger,14,-0.5260911072071957,0.7177018965798969,0.4776208218187076, 
audit,ptau,IVW,13,0.23587758667649242,0.2185886159307106,0.28054598322151447, 
audit,ptau,Weighted median,13,0.4749146042025562,0.3074279090441888,0.12239467067675468, 
audit,ptau,MR Egger,13,-0.4964626184270215,0.8497149587420485,0.5708269146486816, 
audit,tau,IVW,15,0.19281028397227665,0.24620461043479527,0.4335506150668939, 
audit,tau,Weighted median,15,0.2248927397271212,0.34650522946393325,0.5163181448438255, 
audit,tau,MR Egger,15,-0.7973642112472813,0.9724108939171412,0.4270028209571469, 
audit,hipv,IVW,11,-0.2553102169398267,0.30598986060870526,0.40406983486911446, 
audit,hipv,Weighted median,11,-0.3642314084267316,0.3732505584831909,0.3291456401595605, 
audit,hipv,MR Egger,11,-0.10800709285601694,0.5993883228494135,0.86099115414595, 
