exposure,outcome,method,nsnp,b,se,pval,Signif
audit,LOAD,IVW,54,-0.7592536999082261,0.35710780916179763,0.033493351856548934,*
audit,LOAD,Weighted median,54,-0.440347327026837,0.5575833390646354,0.4296780955097264, 
audit,LOAD,MR Egger,54,-1.7629028110253036,1.1060420072261243,0.11702291322126973, 
audit,AAOS,IVW,65,0.04529507108279355,0.3018242333590453,0.8807085823496804, 
audit,AAOS,Weighted median,65,0.19593018137021462,0.4730666707122108,0.6787493656531765, 
audit,AAOS,MR Egger,65,-2.3448835566993287,0.9965992992697064,0.02176401611850219,*
audit,ab42,IVW,45,-0.2503236630266497,0.09429606076522741,0.007938917335497212,**
audit,ab42,Weighted median,45,-0.28159944037242646,0.14123650788961775,0.046172297072809856,*
audit,ab42,MR Egger,45,-0.5355487973892821,0.27359576270054436,0.05680596893338705,.
audit,ptau,IVW,50,0.15012601488017507,0.12122462673367464,0.2155633870688635, 
audit,ptau,Weighted median,50,0.23259104400959496,0.17245389341040857,0.1774287284364006, 
audit,ptau,MR Egger,50,-0.20592134480100632,0.35488839639086817,0.564465195477718, 
audit,tau,IVW,45,0.010911269717859114,0.13252116218655868,0.9343794838814802, 
audit,tau,Weighted median,45,0.05176486679439955,0.19078056265422375,0.7861357163009178, 
audit,tau,MR Egger,45,-0.3619759252207737,0.40107453063220766,0.3718111712018328, 
audit,hipv,IVW,62,-0.10093775608723143,0.17050770487719832,0.553861605302052, 
audit,hipv,Weighted median,62,-0.09108659673790094,0.24386925741819868,0.708771984689046, 
audit,hipv,MR Egger,62,0.16562525149826385,0.43991547171453416,0.7078782944255226, 
