exposure,outcome,method,nsnp,b,se,pval,Signif
trig,LOAD,IVW,254,0.009684338891345482,0.032572363064608964,0.7662239972801468, 
trig,LOAD,Weighted median,254,-0.00558464037899176,0.053752499787270376,0.9172523146202757, 
trig,LOAD,MR Egger,254,0.007273175818074661,0.061421200906753,0.9058333776933165, 
trig,AAOS,IVW,295,0.038616622839421945,0.026763665947165095,0.14905570431023135, 
trig,AAOS,Weighted median,295,-0.002306929961678892,0.04823008360692721,0.9618503217585572, 
trig,AAOS,MR Egger,295,0.10450753685190729,0.05505044623971045,0.05862643906462536,.
trig,ab42,IVW,244,-0.003684242935067872,0.008643485895195195,0.6699293058721745, 
trig,ab42,Weighted median,244,0.005077670723589477,0.01490884197256135,0.7334189129839307, 
trig,ab42,MR Egger,244,0.008050868878732062,0.016842337613976643,0.6330719296727243, 
trig,ptau,IVW,266,-0.007076675578675863,0.010865886543120087,0.5148692614574024, 
trig,ptau,Weighted median,266,-0.03277364542674384,0.018548377736090922,0.07724031011620691,.
trig,ptau,MR Egger,266,-0.04421274182153764,0.018449194702935347,0.01725046504972584,*
trig,tau,IVW,247,-0.0011515233495621054,0.011965426495975982,0.9233319073653317, 
trig,tau,Weighted median,247,-0.020420148776352988,0.020414588347526696,0.3171787121358887, 
trig,tau,MR Egger,247,-0.021123449952254465,0.025873286033842292,0.4150534606827927, 
trig,hipv,IVW,256,0.006772347059747869,0.017615553104232035,0.7006429425364649, 
trig,hipv,Weighted median,256,0.004451427122232145,0.03037157307653505,0.8834749260359931, 
trig,hipv,MR Egger,256,0.04800100967651852,0.03606690076372025,0.1844192641582059, 
