SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs10800664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4674842	2	224880514	T	G	0.7586	0.0094	0.0054	0.06273	3.236203378879999e-5	91013
rs6770219	3	186194398	C	T	0.7573	0.0026	0.0056	0.5222	2.4849315192e-6	91013
rs35055419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7737716	5	118217474	T	C	0.124	3e-4	0.0071	0.5731	1.9552319999999998e-8	91013
rs13255475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs624290	9	3928115	C	T	0.1095	0.0028	0.0081	0.9776	1.5289528799999998e-6	90263
rs6859	19	45382034	A	G	0.442	0.0141	0.0035	8.101e-5	9.806740632e-5	171358.9
rs769449	19	45410002	A	G	0.1201	0.0423	0.0069	3.15e-9	3.7816998429419994e-4	87395.76
rs584007	19	45416478	G	A	0.6214	0.0619	0.0061	2.418e-22	0.0018028647701687998	52713
rs1513737	21	24166144	C	T	0.5383	0.0094	0.0053	0.09146	4.39207711992e-5	89485
