SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs116203444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11733695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11940694	4	39414993	A	G	0.40515900000000005	-0.03583445300921607	0.03377227097967359	0.288662	6.189533823089267e-4	13239
rs1260326	2	27730940	T	C	0.40481999999999996	0.11028835389412306	0.03260126307694806	7.17124e-4	0.005861376175170394	13239
rs13107325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs144198753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs148382129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs199913382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2141284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs3114045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4953148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs554894200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs55938136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs56328224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs578102530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62062288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6485758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7682824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs9607805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs9906974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
