exposure,outcome,method,nsnp,b,se,pval,Signif
diab,LOAD,IVW,183,9.675353963000004e-4,0.020088278014991315,0.9615853989211948, 
diab,LOAD,Weighted median,183,-0.01447809918945668,0.03338780577886997,0.6645539924656044, 
diab,LOAD,MR Egger,183,-0.003161724280160138,0.06285555535615213,0.9599376507697954, 
diab,AAOS,IVW,192,0.07021652688281725,0.01701296744599422,3.671500033920587e-5,***
diab,AAOS,Weighted median,192,0.07839815381003253,0.027530643190387682,0.004404073074911912,**
diab,AAOS,MR Egger,192,0.08287106451280056,0.059085136613903334,0.16237681264847698, 
diab,ab42,IVW,180,0.004815088432780267,0.005217408537525027,0.35606510506242595, 
diab,ab42,Weighted median,180,0.008357929393553423,0.009686811300780217,0.3882390032001222, 
diab,ab42,MR Egger,180,0.0013969689869573656,0.013886984889455077,0.9199847386543992, 
diab,ptau,IVW,190,0.016842622332591817,0.006817198879672631,0.013488379102851297,*
diab,ptau,Weighted median,190,0.017793484341134813,0.01193076262054567,0.13585771840652516, 
diab,ptau,MR Egger,190,0.04142839076206576,0.018849304967521536,0.02917955802566972,*
diab,tau,IVW,180,0.013207917872519011,0.007328269206294609,0.07149439311207026,.
diab,tau,Weighted median,180,0.02278568539240756,0.01236017946584143,0.06525964664222285,.
diab,tau,MR Egger,180,0.020385747146023023,0.019677254019377158,0.301604873033978, 
diab,hipv,IVW,190,8.889576634193408e-4,0.010701603120582874,0.9337977008554799, 
diab,hipv,Weighted median,190,-0.031082457067975078,0.018255583008197095,0.08863780639208128,.
diab,hipv,MR Egger,190,-0.031043542703050143,0.03255683283041982,0.3415517936545027, 
