SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs6431219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs13032148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7930318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs567075	11	85830157	C	T	0.6649	0.0038	0.0054	0.9767	6.434694751199999e-6	89888
rs2301274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2965101	19	45237812	T	C	0.653	0.0668	0.004	1.069e-60	0.00202220684768	170807
rs8103315	19	45254168	A	C	0.1359	0.0558	0.0057	1.623e-22	7.312769008632e-4	142806.93
rs28399657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs28399664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10412413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12610605	19	45370838	A	G	0.1451	0.0081	0.0049	0.05291	1.62773148078e-5	169801
rs11665676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs41290120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2075650	19	45395619	G	A	0.1266	0.1767	0.0055	1.72e-214	0.006904782262303199	161075.97
rs77301115	19	45396973	A	G	0.02639	0.1712	0.0167	1.063e-21	0.0015061281735019518	76664.25
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs60049679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs16979586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs8111069	19	45483438	C	A	0.3483	0.012	0.0056	0.0443	6.537228768e-5	88433
rs2004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
