SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs9379832	6	26186200	G	A	0.28571	-0.001702	0.004515	0.7062	1.182358338164607e-6	2661
rs1530848	8	42552908	G	T	0.25047699999999995	6.171e-4	0.004868	0.8991	1.429861279778363e-7	3105
rs113864525	9	136473053	A	C	0.096797	9.043e-5	0.00675	0.9893	1.4298890037992714e-9	3077
rs2002403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2869030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6495304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs147760547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs1052035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs58365910	15	78849034	C	T	0.330305	0.001818	0.004267	0.6701	1.4622107005992796e-6	3075
rs2229961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117832812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs75106522	15	78953376	A	G	0.0435941	0.003968	0.009609	0.6797	1.3129351797744467e-6	3082
rs12592823	15	79004643	A	G	0.0954881	-0.01819	0.007348	0.01335	5.715561874963467e-5	2644
rs12438734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12907065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62107913	19	41127036	T	C	0.184801	-0.002198	0.005404	0.6843	1.4556378074680208e-6	3065
rs2561534	19	41208128	C	T	0.182353	8.159e-4	0.005356	0.8789	1.9851010638326426e-7	2638
rs35405967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs28399459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs56113850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117824460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs111390860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs3844442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
