exposure,outcome,method,nsnp,b,se,pval,Signif
insom,LOAD,IVW,34,-0.042887236063353935,0.050230773222873705,0.393213587191563, 
insom,LOAD,Weighted median,34,-0.05122832376184243,0.07204403330197914,0.47704109148562446, 
insom,LOAD,MR Egger,34,-0.049053915937510656,0.14945138028452606,0.7448784819542644, 
insom,AAOS,IVW,35,-0.091344668171801,0.04964044525785311,0.06574975809185594,.
insom,AAOS,Weighted median,35,-0.030361078392044754,0.06967747116853874,0.663027285279608, 
insom,AAOS,MR Egger,35,-0.11086012103642065,0.13499473656634686,0.41741553765876704, 
insom,ab42,IVW,25,0.008546636077411135,0.014272637595650301,0.5492978193460286, 
insom,ab42,Weighted median,25,0.015570632860737874,0.019937909093320366,0.43482828154665143, 
insom,ab42,MR Egger,25,-0.020895826383988285,0.05409331376633815,0.7028307115873396, 
insom,ptau,IVW,26,-0.008412310171151615,0.018794023314233483,0.654437857482042, 
insom,ptau,Weighted median,26,-0.0020354786203320915,0.02605952576445344,0.9377414969910278, 
insom,ptau,MR Egger,26,-0.04121938471176167,0.07183573753492507,0.5714415063447801, 
insom,tau,IVW,25,0.011218109651785227,0.02006045673593622,0.5760149517174171, 
insom,tau,Weighted median,25,0.03357478866244863,0.029142473122955613,0.24928357307290433, 
insom,tau,MR Egger,25,-0.04240778862653174,0.07819630486219958,0.5928112142703863, 
insom,hipv,IVW,33,0.023197023288564884,0.025598543371532112,0.3648377909130324, 
insom,hipv,Weighted median,33,-0.003601925787797545,0.03746170934145922,0.9234018133608336, 
insom,hipv,MR Egger,33,0.03171326349617251,0.06570188817698909,0.6327111577731985, 
