SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs115141604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62313278	4	61743347	G	A	0.0780724588148009	-0.0133	0.0146	0.3628	2.5464076123254217e-5	570006
rs13115400	4	181885905	A	G	0.350592427307543	0.0099	0.0088	0.2591	4.46293194830855e-5	570645
rs3931206	5	26883277	A	G	0.492700999962927	-0.0165	0.0079	0.03568	1.3609599154386083e-4	566541
rs6863714	5	26965781	G	T	0.174746786430988	-0.0217	0.0103	0.03537	1.3581442065702104e-4	572155
rs141162384	5	65091178	T	G	0.0415256033783979	-0.0281	0.0198	0.1561	6.285489471752235e-5	572490
rs316339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs17207326	7	37739901	A	G	0.0818974206334744	-0.0099	0.0133	0.4558	1.4738789497565944e-5	605014
rs8000803	13	71714717	G	T	0.405611160453384	0.0072	0.008	0.3676	2.4996288645750394e-5	572255
rs76881547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6859	19	45382034	A	G	0.424983818926464	-0.0134	0.0074	0.07151	8.775907826390341e-5	593571
rs147636938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs157580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs769449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs113321260	19	45651237	A	G	0.0913722830085658	-0.0337	0.0139	0.01508	1.8857766509414696e-4	572600
rs2664588	20	46580634	T	C	0.448660714009368	-0.001	0.0078	0.8947	4.947285554279442e-7	572204
