SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs10800664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4674842	2	224880514	T	G	0.7586	0.0014	0.006	0.7567	7.178540767999999e-7	89888
rs6770219	3	186194398	T	C	0.2427	4e-4	0.0062	0.812	5.8814947200000004e-8	89888
rs35055419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7737716	5	118217474	C	T	0.876	0.0158	0.0079	0.03718	5.423379072e-5	89888
rs13255475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs624290	9	3928115	C	T	0.1095	1e-4	0.009	0.9811	1.950195e-9	89138
rs6859	19	45382034	A	G	0.442	0.0835	0.0039	4.646e-88	0.003439215702000001	166756
rs769449	19	45410002	A	G	0.1201	0.2141	0.0076	4.9e-161	0.009688123254343801	83659.99
rs584007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs1513737	21	24166144	T	C	0.4617	0.0071	0.0059	0.2255	2.5057108150200005e-5	88433
