SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs11675119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10166461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs116351076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114498064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117530689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12595161	15	52922890	G	A	0.96174	0.0077	0.0081	0.4819	4.363290123191996e-6	176221.93
rs75680843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11654699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10402271	19	45329214	G	T	0.3404	0.0026	0.0035	0.3154	3.0356163967999997e-6	176121
rs6857	19	45392254	T	C	0.1491	0.0537	0.0069	4.548e-19	7.317028290222002e-4	82963
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
