exposure,outcome,method,nsnp,b,se,pval,Signif
alcd,LOAD,IVW,19,-0.020349110588651697,0.028434346622736917,0.4742059618862358, 
alcd,LOAD,Weighted median,19,-0.04686799853500484,0.04017407202554082,0.24336262963374455, 
alcd,LOAD,MR Egger,19,-0.037640964273762324,0.06101218898201664,0.5454479640249215, 
alcd,AAOS,IVW,21,-0.07300697962431496,0.0325417714736308,0.02486554924485339,*
alcd,AAOS,Weighted median,21,-0.07648649857111384,0.04760703446078867,0.1081373611785738, 
alcd,AAOS,MR Egger,21,-0.20775198570717604,0.08659168326496007,0.026848909784276224,*
alcd,ab42,IVW,19,-0.00853367198413035,0.009623764218638793,0.3752247561185194, 
alcd,ab42,Weighted median,19,-0.008694658271483762,0.012649806265769252,0.4918714645517679, 
alcd,ab42,MR Egger,19,-0.008571207331213002,0.02613854803847319,0.746980375076882, 
alcd,ptau,IVW,19,0.02348995592963572,0.011828197250567028,0.047041245744499215,*
alcd,ptau,Weighted median,19,0.037109434791264106,0.01562971640304584,0.017582870562329878,*
alcd,ptau,MR Egger,19,0.007684876820804729,0.03300800926670406,0.8186823120766595, 
alcd,tau,IVW,19,0.012908575574404307,0.013266286484201119,0.3305353638293831, 
alcd,tau,Weighted median,19,0.012080405233544093,0.018385004623335928,0.5111299538606517, 
alcd,tau,MR Egger,19,0.01833932870763357,0.03477894560749263,0.6047916564306941, 
alcd,hipv,IVW,21,-0.008061669851951869,0.014365139289309834,0.5746634007355813, 
alcd,hipv,Weighted median,21,-0.034795607182473993,0.021295013063209366,0.10226323023390632, 
alcd,hipv,MR Egger,21,0.0026077921900379123,0.035990946463441954,0.942995626758985, 
