SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs61041336	16	58733162	G	A	0.145975357476032	0.0033	0.0111	0.7663	2.7152375131402156e-6	571467
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs112833681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs73214476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62341097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs80125278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs144621483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs9578438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs8037790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs28479400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs17879437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4803748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs142544282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
