exposure,outcome,method,nsnp,b,se,pval,Signif
mdd,LOAD,IVW,45,-0.23083630688225135,0.08095387072649514,0.004351966701029955,**
mdd,LOAD,Weighted median,45,-0.10314269285730852,0.12109670514309094,0.3943593989886395, 
mdd,LOAD,MR Egger,45,0.07452243923711169,0.5665998088459835,0.895972931448135, 
mdd,AAOS,IVW,47,-0.04172924499569871,0.07251603252187167,0.5649879844956236, 
mdd,AAOS,Weighted median,47,-0.020972946549707522,0.10761407853007339,0.8454787807789755, 
mdd,AAOS,MR Egger,47,-0.6123173288468596,0.4213075421192916,0.15305872346338925, 
mdd,ab42,IVW,41,-0.01420046329336363,0.021657307946706273,0.5120241081420236, 
mdd,ab42,Weighted median,41,-0.04028357546024925,0.03328028809710938,0.22611259539574272, 
mdd,ab42,MR Egger,41,0.027500669412955432,0.15246908805286935,0.857797030063979, 
mdd,ptau,IVW,42,0.018959350501016582,0.028431342200419586,0.5048699745288643, 
mdd,ptau,Weighted median,42,0.009633354343769888,0.04180037906242933,0.8177336176943085, 
mdd,ptau,MR Egger,42,0.18026898790449883,0.1772105734362542,0.31514411902260536, 
mdd,tau,IVW,41,-0.007788054233953733,0.03038713709945875,0.7977234914792661, 
mdd,tau,Weighted median,41,-0.04418160540309715,0.04471112516839558,0.3230758283766984, 
mdd,tau,MR Egger,41,0.1265455332551291,0.1924587217428387,0.5147085856115377, 
mdd,hipv,IVW,46,0.054854374244866215,0.043563468112514644,0.20796427545101706, 
mdd,hipv,Weighted median,46,0.0037567003476817753,0.06109566298016258,0.9509699162915983, 
mdd,hipv,MR Egger,46,-0.11409078101730348,0.2650709322593728,0.6689940436008438, 
