SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs11597695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs139543823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11666659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs72812543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs35818742	10	115793989	C	T	0.136942	-0.006458	0.00845	0.4447	9.858315793750598e-6	3097
rs56272019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs74506932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs9515201	13	111040798	A	C	0.297613	0.002901	0.006502	0.6555	3.518469703830304e-6	2728
rs149163995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs77645453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs188186531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7766042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs76576182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117845238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6845977	4	27791323	C	T	0.322328	7.12e-4	0.006007	0.9056	2.2146625320385738e-7	3103
rs143644525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12157917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114646421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10850001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs17103516	14	36232026	A	G	0.0746997	0.01006	0.01117	0.3681	1.3990315797064483e-5	3070
rs116540868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs182734612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs72909430	11	32433162	A	C	0.0352325	0.004402	0.01511	0.7708	1.3173349000885874e-6	3052
rs75501811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11657359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs61081897	7	9636913	T	C	0.204527	-0.001894	0.006936	0.7848	1.167255789161514e-6	3076
rs113358410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs75317695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs111338112	22	30981984	T	C	0.0236834	0.01673	0.0195	0.391	1.2943645237322295e-5	3060
rs1500894	8	96485378	C	T	0.0536649	0.02922	0.01315	0.02638	8.672128248788265e-5	3095
rs142159163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs4812082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7088080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11677387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs115526507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs72973980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12445022	16	87575332	A	G	0.335263	0.001594	0.006372	0.8024	1.1325101666187093e-6	2728
rs61226856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs146982565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs141121301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
