SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs11675119	2	3470595	A	C	0.2876	0.0034	0.0054	0.77	4.7369698688e-6	91013
rs10166461	2	127852021	G	A	1	0.0014	0.0059	0.5646	0	90916
rs12595161	15	52922890	G	A	0.96174	0.0077	0.0081	0.4819	4.363290123191996e-6	176221.93
rs75680843	17	26643541	T	C	0.05277	0.0058	0.0092	0.7802	3.3630128072879995e-6	89485
rs11654699	17	30904731	C	T	0.529	6e-4	0.0047	0.9143	1.7939447999999997e-7	89485
rs10402271	19	45329214	G	T	0.3404	0.0026	0.0035	0.3154	3.0356163967999997e-6	176121
rs6857	19	45392254	T	C	0.1491	0.0537	0.0069	4.548e-19	7.317028290222002e-4	82963
rs157595	19	45414451	G	A	0.6201	0.0659	0.0038	1.423e-66	0.0020461235302638003	152584
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs116351076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114498064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117530689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
