SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs2268894	2	162856148	T	C	0.5541	0.0117	0.0051	0.0371	6.76436979582e-5	94595
rs61921502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs77956314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12784431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs78587286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2289881	5	66084260	T	G	0.3536	0.0063	0.0053	0.1562	1.8143651635200002e-5	94595
rs74597467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6060507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7396827	11	28577867	T	C	0.4723	0.0068	0.0052	0.2034	2.30490410208e-5	94546
rs116621170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs453084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
