exposure,outcome,method,nsnp,b,se,pval,Signif
LOAD,dep,IVW,80,-2.277403361924673e-5,7.631767914248666e-4,0.9761937816813753, 
LOAD,dep,Weighted median,80,-6.78478421087078e-4,0.0013702514461998829,0.6204950569495209, 
LOAD,dep,MR Egger,80,3.3703391536093287e-4,0.0012941322817125595,0.7952165817503662, 
AAOS,dep,IVW,55,0.003248170345385243,0.0012299699812981745,0.008269750678093685,**
AAOS,dep,Weighted median,55,0.0019371378866650444,0.0019253085927630718,0.31434625619152257, 
AAOS,dep,MR Egger,55,0.0054037924086706764,0.002171384480087423,0.0159996988164452,*
HV,dep,IVW,27,-0.011226580566116291,0.004472872067425938,0.012075625999052902,*
HV,dep,Weighted median,27,-0.009358445360236535,0.006673007130141043,0.16078598692369317, 
HV,dep,MR Egger,27,-0.024545515369475888,0.01410314582377636,0.09408097963682767,.
AB42,dep,IVW,16,-0.004321756520297582,0.010723278670593042,0.6869293438252264, 
AB42,dep,Weighted median,16,-0.010467056286701073,0.014667829241552324,0.4754706214835846, 
AB42,dep,MR Egger,16,-0.03154549216427951,0.024396985223639943,0.2169390118745479, 
Ptau,dep,IVW,16,0.0038817509762715217,0.009425309552841496,0.6804542518017471, 
Ptau,dep,Weighted median,16,0.01519542629738816,0.013104729320772585,0.24623712214692428, 
Ptau,dep,MR Egger,16,0.010596490700126833,0.028254686501295583,0.7132549564917285, 
Tau,dep,IVW,11,0.0030547712097530426,0.011439683054972201,0.789443865774403, 
Tau,dep,Weighted median,11,0.01422393827342685,0.01573306753632511,0.36595343503807215, 
Tau,dep,MR Egger,11,-0.0090485378327533,0.03764011883960881,0.815409600901779, 
