exposure,outcome,method,nsnp,b,se,pval,Signif
dep,LOAD,IVW,23,-0.15294670929444584,0.4852992336078173,0.7526404829201208, 
dep,LOAD,Weighted median,23,-0.03742520419118747,0.6777605535394156,0.9559640578242263, 
dep,LOAD,MR Egger,23,0.9383148618997406,2.0750443927557902,0.6557682138434344, 
dep,AAOS,IVW,31,-0.5999387856307625,0.3711160741522719,0.10596899377574111, 
dep,AAOS,Weighted median,31,-0.32617240145883797,0.5097961191810485,0.5222964539439713, 
dep,AAOS,MR Egger,31,1.3804223659692165,1.448723219347116,0.3485389392953624, 
dep,ab42,IVW,28,0.5419036640755384,0.10670503255132383,3.803859790060509e-7,***
dep,ab42,Weighted median,28,0.7270149482054155,0.1631924437429954,8.391090087261444e-6,***
dep,ab42,MR Egger,28,1.5685699632746826,0.46660740735473527,0.0024062920602463417,**
dep,ptau,IVW,29,-0.4577452509235213,0.1397544753789409,0.0010552999054995646,**
dep,ptau,Weighted median,29,-0.6738428656422862,0.19825237272390245,6.765386046902915e-4,***
dep,ptau,MR Egger,29,-1.3813300011915128,0.5369155036155084,0.015906638490227092,*
dep,tau,IVW,28,-0.6838040780499,0.14955188360398292,4.822764097473955e-6,***
dep,tau,Weighted median,28,-0.8544308518408499,0.21330510607067174,6.18407260538391e-5,***
dep,tau,MR Egger,28,-2.1066623277987953,0.5809733319011695,0.0012296463125300605,**
dep,hipv,IVW,20,0.6680447661637923,0.2737867842267541,0.014686517560182796,*
dep,hipv,Weighted median,20,0.97059429345804,0.4014994480309736,0.01563080933084606,*
dep,hipv,MR Egger,20,4.601113356971123,1.2857943224811736,0.0021478489512038196,**
