SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs6431219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs13032148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7930318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs567075	11	85830157	C	T	0.6649	4e-4	0.0053	0.6416	7.12985568e-8	94595
rs2301274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2965101	19	45237812	T	C	0.653	0.0499	0.0038	7.462e-38	0.0011284277118199999	184946
rs8103315	19	45254168	A	C	0.1359	0.0422	0.0055	5.942e-15	4.182523207992e-4	156370.06
rs28399657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs28399664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10412413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12610605	19	45370838	G	A	0.8549	0.0095	0.0047	0.1384	2.2390301195000002e-5	183984.04
rs11665676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs41290120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2075650	19	45395619	G	A	0.1266	0.1432	0.0052	8.93e-158	0.004534849984051199	175566.06
rs77301115	19	45396973	A	G	0.02639	0.1566	0.0157	2.854e-20	0.0012601955080194477	86178.13
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs60049679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs16979586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs8111069	19	45483438	C	A	0.3483	0.0219	0.0055	1.06e-4	2.177305756542e-4	93067
rs2004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
