SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs11675119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10166461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs116351076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114498064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117530689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12595161	15	52922890	A	G	0.03826	0.0014	0.0085	0.8809	1.4424099580799998e-7	185548.44
rs75680843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs11654699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10402271	19	45329214	T	G	0.6596	0.0205	0.0035	6.148e-9	1.8871564952000004e-4	185466
rs6857	19	45392254	C	T	0.8509	0.067	0.0077	2.625e-17	0.0011390315878200003	86306
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
