exposure,outcome,method,nsnp,b,se,pval,Signif
ldl,LOAD,IVW,177,0.22571675298162305,0.033871685401785014,2.6669628279128206e-11,***
ldl,LOAD,Weighted median,177,0.17595463827596203,0.05996000179447411,0.0033404941355823594,**
ldl,LOAD,MR Egger,177,0.48208887998434585,0.09143824050576903,3.9354168599827993e-7,***
ldl,AAOS,IVW,199,0.052534367113535686,0.026394505718847716,0.04655213238026951,*
ldl,AAOS,Weighted median,199,0.002383036651701962,0.04755658787517255,0.9600351325025308, 
ldl,AAOS,MR Egger,199,0.11078308686872286,0.0616362294432196,0.07380850235450963,.
ldl,ab42,IVW,191,-2.74198337285691e-4,0.00819106781014148,0.973295573728296, 
ldl,ab42,Weighted median,191,0.0035134803218492424,0.014481069637823644,0.8082953347415723, 
ldl,ab42,MR Egger,191,-0.00872273656945695,0.017535113929010655,0.6194542340399506, 
ldl,ptau,IVW,187,9.817291493436975e-4,0.009847761153533391,0.9205899690177227, 
ldl,ptau,Weighted median,187,-0.015077654760802884,0.0179184415971022,0.40009019418546854, 
ldl,ptau,MR Egger,187,0.007181072145995615,0.020466179012625756,0.726081301406333, 
ldl,tau,IVW,203,0.047247247801934934,0.010650436428393032,9.156949919966419e-6,***
ldl,tau,Weighted median,203,0.00748718239907264,0.01867861576325694,0.68853611144333, 
ldl,tau,MR Egger,203,0.10383694050351655,0.05096967781202079,0.042937821945536726,*
ldl,hipv,IVW,199,-0.052757274007314364,0.014572902276565408,2.9434000719604777e-4,***
ldl,hipv,Weighted median,199,-0.029496786854930252,0.024447674371040673,0.22761423449785298, 
ldl,hipv,MR Egger,199,-0.06673128719208853,0.027554867238567298,0.016351258795538517,*
