SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs10166461	2	127859413	A	G	0.190756194409113	0.0189	0.0099	0.05631	1.1028377852727286e-4	571915
rs12595161	15	52922890	A	G	0.039480791503906	-0.0339	0.018	0.0598	8.716081794150385e-5	605019
rs75680843	17	26640212	T	C	0.0643920452009719	0.0067	0.016	0.6758	5.408859818285233e-6	573264
rs11654699	17	30922073	C	T	0.481511009210313	-0.0054	0.0079	0.4879	1.456006372904584e-5	569797
rs11675119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs34487851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs116351076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs114498064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs117530689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs62117160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs10402271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs157595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
