SNP	CHR	POS	Effect_allele	Non_Effect_allele	EAF	Beta	SE	P	r2	N
rs2268894	2	162856148	C	T	0.4459	0	0.0048	0.8622	0	94311
rs61921502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs77956314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs12784431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs78587286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs2289881	5	66084260	G	T	0.6464	0.0027	0.005	0.7486	3.3325074432000004e-6	94311
rs74597467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs6060507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs7396827	11	28577867	C	T	0.5277	9e-4	0.0049	0.4989	4.037569902e-7	94261
rs116621170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rs453084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
