exposure,outcome,method,nsnp,b,se,pval,Signif
smkukbb,LOAD,IVW,206,0.17685320194020476,0.13732339222374237,0.19779496020791226, 
smkukbb,LOAD,Weighted median,206,0.051354946926486754,0.21004476324076612,0.8068472802206621, 
smkukbb,LOAD,MR Egger,206,0.5537296386079433,0.6736703854050212,0.4120596997582743, 
smkukbb,AAOS,IVW,212,0.1790404028493414,0.12152288881453893,0.14066853997181297, 
smkukbb,AAOS,Weighted median,212,0.29421927303232087,0.18501320862148504,0.1117760065026289, 
smkukbb,AAOS,MR Egger,212,0.019823017724179052,0.5492652799492599,0.9712448292985661, 
smkukbb,ab42,IVW,186,0.010182519627918787,0.03651618598445613,0.780360337060699, 
smkukbb,ab42,Weighted median,186,-0.042479575722164674,0.056189478410471914,0.4496456740380438, 
smkukbb,ab42,MR Egger,186,-0.19258121441227669,0.15634142807864093,0.2195960732744125, 
smkukbb,ptau,IVW,195,0.031617851694723656,0.047817696555815734,0.5084734578764891, 
smkukbb,ptau,Weighted median,195,-0.010044562243181171,0.071595481246770315,0.8884260958469867, 
smkukbb,ptau,MR Egger,195,0.20713222322715039,0.20542089319298731,0.31455814616983224, 
smkukbb,tau,IVW,186,0.0016712328452933788,0.05123806670083586,0.9739800001835389, 
smkukbb,tau,Weighted median,186,0.054684164442919896,0.07511772682635771,0.46662614169468813, 
smkukbb,tau,MR Egger,186,0.2501446470436876,0.21816305688269447,0.25303794184811623, 
smkukbb,hipv,IVW,206,-0.06564819445560051,0.07376546414520611,0.3734882237372492, 
smkukbb,hipv,Weighted median,206,-0.09680584854857754,0.11079371477222581,0.3822552004228418, 
smkukbb,hipv,MR Egger,206,-0.51899963292109,0.31994627406396414,0.10631648232720281, 
